Datetime,Symbol,Text,Retweeted,price,30_days_price,90_days_price,180_days_price,sentiment,30_days_return,90_days_return,180_days_return
2015-12-15 16:11:17+00:00,MMM,Giving up on 3M down here is just plain stupid (https://t.co/2Cj9QmVLog) https://t.co/viJkljZd1k $MMM,,117.52262115478516,112.00867462158205,129.30352783203125,134.44407653808594,1,-0.04691817182958227,0.10024373658012486,0.14398466624577827
2015-08-07 14:44:44+00:00,MMM,"3M? My trust owns both $WFC and $MMM and we are just being patient...I think you should be, too.  https://t.co/UG5x9DC34I",,116.54346466064452,113.05098724365234,125.31529998779295,121.00556182861328,1,-0.02996716656023309,0.07526664281597073,0.038286978862020794
2015-07-23 08:53:05+00:00,MMM,"$GM, $MMM, $DOW major focus as well as the dissolution of oil and the $SNDK v. $QCOM conundrum",,117.02093505859376,109.2282485961914,118.08755493164062,109.795166015625,5,-0.06659224230690404,0.009114778244702896,-0.061747661128760734
2015-04-23 12:59:28+00:00,MMM,"one minute to go-time-- So many q's, so much confuision: how bad was $MMM, how good was $DPZ, how great was $SKX, how weird was $GM??",,124.18838500976562,124.91888427734376,121.64703369140624,117.52793884277344,1,0.005882186707884928,-0.02046367957969297,-0.05363179629454429
2015-04-02 13:47:19+00:00,MMM,Too hard! RT @davidmoble:  Sir for a LONG term investment $HON vs $SNA vs $MMM - which of these well managed companies is the #Best?,,126.63076782226562,123.69056701660156,121.8348388671875,111.56920623779295,2,-0.02321869207798552,-0.0378733307675234,-0.11894077437493339
2014-10-23 12:47:19+00:00,MMM,"Going over $MMM, $CAT, $UA, airlines, $CELG",,111.52826690673828,123.59078216552734,125.64702606201172,127.56417846679688,1,0.10815657405378612,0.12659354930243621,0.14378338339524346
2014-06-10 11:00:31+00:00,MMM,If i didn't trust would sell them RT @danherronruns: @jimcramer Jim! Do you think $CMI or $MMM have more room to run?,,110.80607604980467,109.98055267333984,111.40523529052734,124.4024429321289,1,-0.007450163437732211,0.005407277850479632,0.12270416358948576
2013-05-21 10:45:53+00:00,MMM,So much to look for. The $MMM/$EMR conundrum. Trying to figure  how they could have done worse and yet stocks so hot. Have u seen $ETN?,,83.18617248535156,81.24794006347656,86.34931182861328,97.73200225830078,5,-0.023299935121023962,0.038024821298500336,0.17485874561076392
2012-10-23 14:28:57+00:00,MMM,@Herbgreenberg is right about $MMM -i would buy it not sell it...,,65.06101989746094,66.63648986816406,73.31637573242188,78.5741958618164,1,0.024215267039867126,0.12688635757588407,0.20770003276390125
2012-10-01 17:15:23+00:00,MMM,Did you know my Pop used to work for 3M? I told Debra in this video  that's 1 reason I like the co.  http://t.co/erSNDFld $TST $MMM,,68.40462493896484,64.2324447631836,68.5334243774414,78.46282196044922,3,-0.06099266211172047,0.001882905411607562,0.1470397218091462
2012-04-24 11:51:39+00:00,MMM,So people choosing negative prism for all but $MMM so far.... must do more digging ahead of Squawk on the Street,,64.03086853027344,61.916934967041016,65.10822296142578,67.84735870361328,3,-0.0330142884479689,0.016825547675383735,0.05960391075338028
2012-04-24 11:41:24+00:00,MMM,"Good for $MMM one of my fave companies, a really good q.",,64.03089904785156,61.91694641113281,65.10822296142578,67.84735107421875,4,-0.03301457059253457,0.016825063049155584,0.059603286586919185
2012-04-24 02:01:19+00:00,MMM,Market Preview: Just Plain Risky http://t.co/IWxARNNo $AAPL $NFLX $MMM $T $DJI $SPX,,64.03084564208984,61.91692352294922,65.10822296142578,67.84735870361328,1,-0.033014121521316685,0.016825911145358006,0.05960428951471949
2012-02-08 18:15:11+00:00,MMM,"RT @CNBC: 3M promotes COO Inge Thulin to CEO, effective Feb. 24 http://t.co/B8RpUcwP $MMM",,63.22777557373047,62.80800247192383,63.35795974731445,66.60186004638672,1,-0.0066390616781566115,0.0020589712733476676,0.05336395977938051
2012-01-26 13:50:51+00:00,MMM,"Earnings major focus: $CAT, $MMM, $NFLX---all rather remarkable....",,62.94746780395508,63.72696304321289,64.25519561767578,64.29215240478516,3,0.012383266022479076,0.020774907384575315,0.021362012607369564
2011-10-25 11:56:04+00:00,MMM,Working on trying to figure out how $MMM has become a serial disappointer,,54.9834213256836,54.71786880493164,61.531551361083984,63.04677963256836,2,-0.0048296834636573725,0.11909280793230034,0.14665071966189633
2011-10-12 22:09:33+00:00,MMM,@dontknownoth01 $MMM is a fantastic company and i should talk about it more...,,55.92551803588867,58.73036575317383,60.59000396728516,62.46788787841797,5,0.05015327199088655,0.08340532363782818,0.11698362522687604
2011-03-30 23:09:55+00:00,MMM,@NatachaTannous I think $MMM's a buy. Thanks for reminding me!!!,,65.16974639892578,68.51033020019531,65.94377136230469,53.66309356689453,5,0.051259733018150816,0.011877059619671388,-0.17656433341930142
2011-03-20 15:05:37+00:00,MMM,@asoonerfan I weigh the Twitter time factor. Maybe that will be the minute i don't study the $MMM conference call close enough!,,64.09848022460938,64.73983001708984,65.6176528930664,57.47423553466797,3,0.010005694210425832,0.023700603557738866,-0.10334480110494344
2020-09-28 21:01:03+00:00,ABT,They are spending hundreds of millions of dollars and hiring thousands to ramp up production.  $ABT is very strong.,,100.36241149902344,102.60596466064452,103.9268569946289,118.32411193847656,5,0.022354516278665845,0.035515741823722045,0.17896840232488734
2020-09-04 19:49:43+00:00,ABT,This news not reflected in stock. another good buy for Tuesday.. $ABT,,100.09335327148438,104.32154083251952,103.6761703491211,115.37157440185548,1,0.04224244090980726,0.035794755201366886,0.1526397171341818
2020-08-29 18:47:47+00:00,ABT,"Jimmy Chill wonders if Pininfarina or Pinincreamofwheat has done a 1/100th of the work i have done on $ABT.. If you think it' s idle, think again.. Having worked at GS and knowing the analyst, it is fine, but Mr. PininCheerio i got this one, even as your name is GENIUS",,105.19603729248048,100.3624038696289,103.76295471191406,117.69487762451172,5,-0.045948816583389396,-0.013622971144644615,0.11881474486800526
2020-08-27 08:05:33+00:00,ABT,Let's puzzle through this. Let's say each airline had a test hub. You needed to take the test and show the results? Would more fly or fewer?  My charitable trust has owned $ABT for ages. No need for more. https://t.co/2Cj9QmVLog,,106.9449691772461,100.36241149902344,102.59632110595705,116.93980407714844,1,-0.0615508866743699,-0.0406624837497665,0.09345773790758988
2020-08-27 03:16:20+00:00,ABT,"Further, those who think that this is all much ado about nothing, i say, Shakespeare, go short AAL, DAL,  LUV, UAL, CCL, RCL, Norwegian, and have a nice vacation.. you will need it $ABT is real. your employer, your school, your carrier will tell you that tomorrow",,106.9449691772461,100.3624038696289,102.59632110595705,116.93981170654295,1,-0.061550958013812884,-0.0406624837497665,0.09345780924703273
2020-08-27 02:34:14+00:00,ABT,"I have been saying that the big break will be when we have a ""pregnancy test"" like device in scale.. $ABT has given us that...I think the cynics will be out saying 1. FDA corrupt 2. Abbott botched rapid test. Jimmy Chill says, perhaps you are too negative",,106.94498443603516,100.36241149902344,102.59632873535156,116.93980407714844,1,-0.06155102057122483,-0.04066254928752239,0.09345758189428024
2020-08-27 02:18:40+00:00,ABT,$ABT--so good ... i think this is the real deal..,,106.9449691772461,100.36241912841795,102.59632873535156,116.93980407714844,5,-0.061550815334927046,-0.040662412410323645,0.09345773790758988
2020-05-15 12:41:53+00:00,ABT,"This is my view on $ABT, too, lots of data that says when used right is pretty accurate but the media has had it with Abbott",,86.04641723632812,85.72097778320312,97.1528091430664,108.6126708984375,3,-0.0037821383339084803,0.12907442591403154,0.26225674916981995
2020-05-13 15:24:45+00:00,ABT,$ABT is not at fault; this is old news --NYU had been using Viral Transport Medium instead of Direct Swab... So ignore through this story.,,88.21937561035156,85.213623046875,95.19246673583984,105.46951293945312,1,-0.03407134252176538,0.07904262614923865,0.195536833147541
2020-03-30 21:03:12+00:00,ABT,When you hear $ABT Abbott Labs tonight you will know how blood-dimmed tide is changing,,75.62904357910156,88.33422088623047,85.20406341552734,100.3624038696289,5,0.16799336215114724,0.12660506312513556,0.3270352118714598
2019-03-15 14:54:23+00:00,ABT,"so many great ones. $ABT, $MSFT still cheap. Same with $AVGO.. $EL is so fabulous. Paychex good yield. $PG great organic growth. Intuit destroyed HRB, $MA, $V, $PYPL classic fin tech.. $YUM the winner v $MCD and $WEN... Thanks @carlquintanilla",,74.91183471679688,72.99557495117188,77.5071792602539,79.90567779541016,5,-0.02558020068350205,0.03464532077299527,0.06666293914028984
2018-01-24 13:46:09+00:00,ABT,"Focus names: $GE, $ABT, $UTX,",,56.862060546875,55.01026153564453,53.97904968261719,58.768821716308594,3,-0.032566512599449565,-0.050701835925927516,0.033533100121507724
2017-06-01 15:16:51+00:00,ABT,"A couple of notable good actors- $SIRI, $ABT, $SNA, $TECD. I like them all....",,41.83209609985352,44.20045852661133,45.72249221801758,51.36505889892578,4,0.05661591570990148,0.09300026727988124,0.2278863286295051
2016-04-28 13:43:51+00:00,ABT,"Oil up, dollar down, I like the tape. next up $ABT, $STJ",,35.77185821533203,35.07269287109375,38.886173248291016,36.014896392822266,3,-0.0195451223145745,0.08706047681985306,0.006794116649664757
2016-04-20 13:30:11+00:00,ABT,Mile Stones? @davidfaber knows that Miles White is Money at $ABT,,38.91361618041992,33.27614212036133,37.22102355957031,36.37333679199219,1,-0.14487150291869275,-0.04349615345441135,-0.06527996207419862
2014-03-07 02:49:48+00:00,ABT,More likely $BIIB RT @estrohstweet: @jimcramer Could $SGMO be a possible buy out target for $GILD or $ABT?,,33.31361389160156,32.13496398925781,34.00267028808594,36.40728378295898,1,-0.035380427538691334,0.020683928160015318,0.09286503413961149
2013-04-12 10:59:07+00:00,ABT,Prefer $ABT here RT @Josephlabisi31: still own both $ABT &amp; $ABBV after spin off. Still a good hold at these levels or is it fully valued?,,30.82966995239257,30.18201446533203,29.48712730407715,27.653047561645508,4,-0.021007538778736675,-0.04354709766236836,-0.10303783321885798
2013-02-12 18:24:54+00:00,ABT,"Perfect! RT @JoeNocella1: @jimcramer my top five holdings. Am I diversified? $ABT, $FB, $SBUX, $HD, and $CVRR. #madtweets #amidiversified",,28.372392654418945,29.06722640991211,30.1820125579834,29.92898178100586,5,0.02448978357082426,0.0637810115490069,0.05486280785503222
2013-01-18 00:09:01+00:00,ABT,"When there are big spin-offs or split offs, $MDLZ, $ABBV i do shows about them. My charitable trust has $ABT and $MDLZ, sold rest...",,27.08198928833008,28.802526473999023,30.622085571289062,29.86229705810547,1,0.06353067964657749,0.1307177344052952,0.10266261241649081
2013-01-18 00:05:12+00:00,ABT,"RT @Axeplayer56:  Not sure what to do with the $ABBV shares from $ABT spinoff ; ok, covered on http://t.co/ulOzbU6P",,27.081987380981445,28.802526473999023,30.62207794189453,29.862287521362305,3,0.06353075454963993,0.1307175323255318,0.10266233793216183
2013-01-10 13:58:43+00:00,ABT,RT @Getsparkzbear: @jimcramer ABT after the split do you buy sell or hold ABT and ABBV.; http://t.co/tgcBitcb kept $ABT,,27.884361267089844,28.33930397033692,30.688514709472656,28.84520721435547,1,0.016315335283796428,0.10056366059538822,0.03445823765020757
2013-01-08 20:31:55+00:00,ABT,"RT @jackcyn2: @jimcramer Jim, should I buy ABT @ current price?--check http://t.co/qYKIbubT for details on $ABT",,27.472469329833984,28.446840286254883,30.23356056213379,29.401517868041992,1,0.035467177876244683,0.10050393356163917,0.07021751539870279
2013-01-05 14:33:54+00:00,ABT,"@B_Axxxe We have been telling readers of my charitable trust newsletter, http://t.co/tgcBitcb, that $ABT is the keeper, not $ABBV",,27.46423721313477,27.710643768310547,30.03502655029297,28.99465751647949,1,0.008971906019582943,0.09360497862029533,0.055724114653830474
2013-01-04 15:20:55+00:00,ABT,Good one by @m8a2r1 Reasons to own $ABT http://t.co/FBMlMU3a @TheStreet,,27.2418212890625,27.71065330505371,30.31627655029297,28.438352584838867,4,0.01721000997020142,0.11285791902852149,0.04392258810745413
2012-10-15 22:35:37+00:00,ABT,"RT @RobertPindell: Booyaa, love the opening, because of you I have, $ABT, $DIS, $HD, $T, $MWE &amp; $WFC...&amp; $S...Thank-you!-j well done!",,28.477123260498047,25.19266700744629,27.594837188720703,29.999345779418945,5,-0.11533665893871313,-0.030982275270803217,0.05345422376397284
2012-10-15 19:32:42+00:00,ABT,"RT @BSIMMS857: @jimcramer What's happening with $gild  today thank you Cramer--j $ABT competitor, not that concerned",,28.47712516784668,25.192670822143555,27.594844818115234,29.999343872070312,1,-0.11533658423539112,-0.03098207226084822,0.05345408622715748
2012-10-15 15:38:42+00:00,ABT,"Pharma is just on fire today, extraordinary. $LLY and $ABT news so so bullish!",,28.47712516784668,25.192676544189453,27.5948429107666,29.99934196472168,1,-0.11533638330057537,-0.030982139239120132,0.05345401924888556
2012-10-04 01:51:22+00:00,ABT,RT @Jeremy_MD: @jimcramer no love for #ABT???--the $ABT split makes it harder. Obamacare not good for devices.,,27.77242088317871,25.706485748291016,26.401586532592773,29.87786865234375,1,-0.07438801045028802,-0.049359555522803876,0.07581073965504655
2012-10-02 16:01:31+00:00,ABT,"@EdwardsCreative $SBUX, $ABT, $GE, $VZ--what a nice portfolio--good stocks...",,26.89349365234375,25.8685302734375,25.888294219970703,29.20785522460937,5,-0.038111946040038765,-0.037377049087315005,0.08605656082410573
2012-03-23 22:57:31+00:00,ABT,"@SeanSupplee $ABT is splitting in two. I like both pieces and my charitable trust, http://t.co/L3ASzuwa has a big position in it!",,23.31608963012696,23.30915069580078,24.23186111450196,27.211326599121094,5,-0.0002976028329044126,0.03927637519422306,0.16706218884838467
2011-12-18 01:15:27+00:00,ABT,"@twidlydidlydeet We sold $ABT a long, long time ago. Classic that Seeking Alpha  wrote this, Parasitic jokers. There is no Seeking Alpha",,20.801136016845703,21.50560760498047,23.246597290039062,24.333086013793945,1,0.03386697666724801,0.11756383262976185,0.16979601470265418
2011-09-04 22:23:36+00:00,ABT,"@kcwhitlo I appreciate this. But i go through the research, the charts, the levels, thinking about oil, copper,  yielders like $ABT, $SCCO",,19.45120048522949,19.151609420776367,20.78582572937012,22.154130935668945,4,-0.015402188912741898,0.06861402951216797,0.138959569744395
2011-05-14 02:23:57+00:00,ABT,@tazreo $ABT coming on strong now.. i wouldn't fret. 14% growth !,,20.294477462768555,19.31733703613281,18.8216609954834,20.64804077148437,5,-0.048148094890758775,-0.07257227834454605,0.01742165125288148
2011-02-18 18:36:59+00:00,ABT,"@KanyayWest here's how i feel about the drugs, including $ABT.. they are going up now and  i would be  selling into the strength",,17.45289421081543,17.88102149963379,20.076499938964844,19.01886940002441,5,0.024530446563587834,0.1503249659602924,0.08972581683549984
2010-11-20 00:00:34+00:00,ABT,"@p_cory $ABT just a good long term hold that my charitable trust, http://bit.ly/bbYAPN owns...",,17.428848266601562,17.805084228515625,17.45289421081543,20.07650184631348,5,0.021586966399554552,0.0013796634089669477,0.1519121366605472
2010-06-03 17:14:14+00:00,ABT,answered your questions @TheStreet_TV on $BP $ABT $GME and more! - http://ow.ly/1TFvy,,17.30046844482422,16.92350196838379,18.390350341796875,17.155885696411133,5,-0.021789379729379915,0.06299724775942216,-0.00835715800842033
2021-02-22 20:46:17+00:00,ABBV,"$ABBV taking off, too. Trying to rationalize...",,98.54220581054688,94.8604507446289,107.98526763916016,112.43907928466795,1,-0.03736221485640739,0.09582758728547357,0.14102458291667053
2020-08-20 15:53:23+00:00,ABBV,"Cheapest stock in our charitable trust is $ABBV, Abbvie... Most seriously depressed opportunity is $TJX",,85.44912719726562,79.9649429321289,89.81527709960938,95.90973663330078,1,-0.06418069376502904,0.051096483317660694,0.1224191490205168
2020-04-20 10:49:32+00:00,ABBV,"If we open for doctors then buy Abbvie, $ABBV, which is a beneficiary of Allergan's botix ""cash pay"" botox business...",,74.47830200195312,80.86292266845703,89.3446044921875,76.70508575439453,1,0.08572457339771891,0.1996058192874016,0.029898422662522715
2019-11-19 12:05:13+00:00,ABBV,Like $BMY and $ABBV.. Both work...,,76.74185180664062,76.52633666992188,81.78905487060547,81.11121368408203,5,-0.0028083129562961762,0.06576858578656423,0.056935841064279825
2018-03-22 12:56:48+00:00,ABBV,this is big-- $ABBV https://t.co/aLgeb2ajCD,,77.59435272216797,74.45820617675781,78.51797485351562,74.76651763916016,5,-0.040417200935219465,0.011903213300261041,-0.036443825920335654
2015-03-07 16:03:08+00:00,ABBV,How about not a sale?RT @AttyStuartDumas: @jimcramer $abbv a buy at $55.65? thx,,39.5218391418457,40.99482727050781,48.35911178588867,44.51120376586914,1,0.03727023237394108,0.22360479258886687,0.12624322987896333
2015-03-05 19:32:25+00:00,ABBV,You can see what we own during our open house coming up! RT @TheRealTJK16: @jimcramer @adamfeuerstein are you still long $abbv?,,40.46113967895508,40.99483871459961,48.07929611206055,43.73056411743164,5,0.01319041035124679,0.18828328844794937,0.08080406198189909
2015-03-05 19:02:27+00:00,ABBV,The skinny on a deal that sent everything up but $ABBV http://t.co/h43taE6wMt via @adamfeuerstein,,40.46113204956055,40.99482345581055,48.07929229736328,43.73055648803711,1,0.013190224277370323,0.18828341823138575,0.08080407721839983
2015-03-05 09:56:36+00:00,ABBV,"100% depends on where it trades. You let these things tell you what to do RT @danielbaute: @jimcramer buy, sell or hold $abbv",,40.46114730834961,40.99482345581055,48.079288482666016,43.73055648803711,5,0.01318984218103987,0.188282875823057,0.08080366962339748
2015-03-05 09:56:09+00:00,ABBV,I have championed $PCYC forever but $ABBV is really paying through the nose. I hope Imbruvica is as big as $JNJ thought it will be...,,40.46113586425781,40.99484252929688,48.07928466796875,43.73056411743164,2,0.013190600155902458,0.18828311763834066,0.08080416388067706
2014-06-20 07:45:22+00:00,ABBV,"So $ABBV was after $SHPG all along after all. Why not let everyone know, not just the insider traders?",,37.0851936340332,37.85723114013672,41.67801284790039,47.017723083496094,2,0.02081794458786415,0.12384509190353377,0.26783005496694445
2014-01-18 19:13:55+00:00,ABBV,Strong story.RT @Capt_D_19: @jimcramer admire your passion for your profession! #madtweets $ABBV finished with pullback - time to enter?,,34.480525970458984,35.48736572265625,34.392513275146484,37.52073287963867,5,0.02920024343769786,-0.0025525334325788543,0.08817170920723104
2013-12-12 14:14:39+00:00,ABBV,Go $GILD RT @larrywms: @jimcramer What's your opinion on $ABBV for hep C?,,35.84477996826172,34.363304138183594,35.61148834228516,37.55137252807617,1,-0.0413303089428887,-0.0065083849359131325,0.04761063009245789
2013-04-12 10:59:07+00:00,ABBV,Prefer $ABT here RT @Josephlabisi31: still own both $ABT &amp; $ABBV after spin off. Still a good hold at these levels or is it fully valued?,,28.95246124267578,29.92673683166504,29.686508178710938,30.384929656982425,4,0.03365087274698361,0.025353524520159786,0.049476567891754676
2013-01-18 00:09:01+00:00,ABBV,"When there are big spin-offs or split offs, $MDLZ, $ABBV i do shows about them. My charitable trust has $ABT and $MDLZ, sold rest...",,24.84561538696289,25.4248104095459,28.435096740722656,29.80855941772461,1,0.023311759985100863,0.1444714207257372,0.19975130233103014
2013-01-18 00:05:12+00:00,ABBV,"RT @Axeplayer56:  Not sure what to do with the $ABBV shares from $ABT spinoff ; ok, covered on http://t.co/ulOzbU6P",,24.845609664916992,25.4248104095459,28.435094833374023,29.808568954467773,3,0.023311995657999938,0.1444716075341685,0.1997519624788552
2013-01-05 14:33:54+00:00,ABBV,"@B_Axxxe We have been telling readers of my charitable trust newsletter, http://t.co/tgcBitcb, that $ABT is the keeper, not $ABBV",,22.67168426513672,24.818986892700195,27.50194549560547,28.70384788513184,1,0.09471297334823428,0.21305259785645755,0.26606596799122917
2017-03-28 16:00:19+00:00,ACN,"My pleasure. Two great companies, Endgame and Accenture $ACN https://t.co/vwSkTenrLR",,110.21756744384766,110.57183074951172,112.26956176757812,126.78732299804688,5,0.003214218149430202,0.018617670225537272,0.15033679238693942
2017-03-23 13:40:22+00:00,ACN,$ACN doing its thing like always...,,109.68170928955078,109.53485107421876,116.64691162109376,125.45670318603516,5,-0.001338949003286622,0.06350377265871573,0.1438252011084152
2016-12-21 13:42:47+00:00,ACN,"Really trying to book it here with $FINL, $NKE, $ACN, $PAYX, $FDX--hard to fathom so much..",,107.0840835571289,104.5136947631836,113.20577239990234,117.25257873535156,2,-0.024003462592776647,0.057167121755377796,0.09495804456128915
2016-09-30 22:56:17+00:00,ACN,$ACN--constantly underestimated. drives me crazy https://t.co/DQm7z1r712,,109.81997680664062,105.57636260986328,106.27572631835938,109.88150787353516,1,-0.038641550655661216,-0.032273276605417525,0.0005602902922012871
2016-09-30 22:54:35+00:00,ACN,"actually I thought $ACN, $NXPI, $QCON, $PEP, $CAG, all the banks, all the retailers played a role. You are better than that, stay focused https://t.co/TpgNzNWDTk",,109.8199691772461,105.57637786865234,106.27570343017578,109.88151550292967,1,-0.03864134492466231,-0.0322734177911667,0.0005604292747910505
2016-09-30 18:38:35+00:00,ACN,"Yep, you know I have been a huge supporter of you and what you guys do at Accenture! $ACN https://t.co/x1hLqa26vs",,109.8199462890625,105.57636260986328,106.27570343017578,109.88151550292967,5,-0.03864128350627192,-0.032273216101906865,0.0005606378071349072
2016-09-29 12:19:22+00:00,ACN,"3 for 3 on eps: $CAG, $PEP, $ACN--pretty amazing for a day...",,109.34353637695312,105.57636260986328,105.91242218017578,110.2175750732422,5,-0.03445264248727801,-0.03137921371912512,0.007993510409942275
2012-04-27 22:32:33+00:00,ACN,@bobbyfischer007 I big fan of $ACN..real good story...,,53.31821823120117,47.89782333374024,48.55384063720703,55.01726531982422,5,-0.10166121594605315,-0.08935740450542821,0.031866164042758376
2012-03-22 20:35:14+00:00,ACN,"After the bell, $NKE real strong,. $ACN, out of control strong!",,51.53141021728516,51.68634796142578,48.86546325683594,53.53961944580078,5,0.0030066660991289384,-0.05173440721315615,0.038970585513726244
2011-03-25 09:08:25+00:00,ACN,"Maybe the focus will be earnings for once! $ACN good, $ORCL good, $RIMM--not so hot",,43.171329498291016,45.325801849365234,44.644378662109375,42.800575256347656,3,0.049905165676204295,0.03412100532777596,-0.00858797369115158
2010-08-07 14:56:17+00:00,ACN,@popdirt I think the real winner here is $ACN which is doing well anyway. A http://bit.ly/cUlNcN  charitable trust name. So so good!,,31.94374656677246,30.19577980041504,36.31672286987305,41.9705924987793,5,-0.05472015509212805,0.13689616194392515,0.3138907301010412
2021-08-04 10:20:42+00:00,ATVI,remarkable Activision-Blizzard call: i bet two-thirds of it is devoted to fighting sexual harassment. Extraordinary $ATVI,,81.03829956054688,80.70030975341797,77.21105194091797,78.54313659667969,5,-0.004170741599487547,-0.04722763977505994,-0.030789922510688343
2021-05-05 13:18:58+00:00,ATVI,WSB trying to resurrect $GME of of $ATVI? Do you think they know what that is?,,89.54772186279297,96.26776885986328,79.35829162597656,78.88111877441406,1,0.07504430997548904,-0.11378771033872732,-0.11911640928981437
2021-02-05 02:22:12+00:00,ATVI,Can't believe another huge day tomorrow.. We have a great note tonight out for club members on $F that explains why it is acting as it is. Same with $NLOK which is becoming a very cheap stock. $SNAP call a little weird. $PINS v. positive. $ATVI amazing...,,100.52287292480467,88.25553894042969,92.48028564453124,81.03829956054688,5,-0.12203525055985483,-0.08000753506408069,-0.19383223735391125
2019-11-19 17:10:25+00:00,ATVI,$ATVI acts well--forecast not as bad as thought? Walmart shows that $KSS operating badly? Will $LEVI miss after what we heard today from $KSS? I am less certain.,,52.36555480957031,58.11515426635742,62.64603042602539,72.10025024414062,3,0.1097973558705868,0.1963213347751301,0.37686405703780695
2019-05-02 23:37:40+00:00,ATVI,"Everyone who talked on the $ATVI call seemed instructed to say ""better than expected!:",,48.6995735168457,41.65263366699219,47.90347671508789,53.07319641113281,1,-0.14470229082018354,-0.016347100072291888,0.08980823811063204
2018-11-08 21:21:24+00:00,ATVI,Do NOT sell $TTWO off of $ATVI!!!,,61.220550537109375,46.683231353759766,41.92520523071289,45.87882995605469,1,-0.23745815834403,-0.3151775855837892,-0.250597559911768
2018-02-24 16:00:29+00:00,ATVI,"People sell for many different reasons, we club members of https://t.co/2Cj9QmVLog like $ATVI and believe it goes higher.. https://t.co/I8GFjLIbJ4",,70.96549987792969,67.97787475585938,69.67383575439453,69.3910903930664,1,-0.04209968403251487,-0.018201296767541893,-0.022185561823301177
2018-01-12 08:55:59+00:00,ATVI,$ATVI--big night in the e-game world last night. Lotta sellouts.. Not too late to buy.  https://t.co/2Cj9QmVLog . https://t.co/iCeeRvdbjU,,68.24948120117188,66.27067565917969,65.53982543945312,76.64512634277344,1,-0.028993708188923353,-0.03970221771696374,0.12301405071277531
2018-01-11 20:15:23+00:00,ATVI,$ATVI drove me crazy https://t.co/5jlYBu6fWC,,67.16307830810547,66.27067565917969,64.20407104492188,74.28561401367188,1,-0.013287101654750734,-0.044057052441958885,0.1060483808215627
2018-01-11 09:09:00+00:00,ATVI,I really think that @rightviewrob has the right view that https://t.co/2Cj9QmVLog club name Activision -Blizzard ( $ATVI) is ready to roar because of Overwatch https://t.co/kNb8dxAW6t,,67.16307067871094,66.27067565917969,64.20407104492188,74.28561401367188,1,-0.013286989569017986,-0.04405694385154122,0.1060485064632194
2018-01-05 20:28:06+00:00,ATVI,We are recommending $ATVI for the club.... https://t.co/FiW9CagvkF,,64.3791732788086,65.94087982177734,64.8670654296875,74.28561401367188,5,0.02425794652884755,0.007578415907361512,0.1538764825693116
